family,genus,species,obs_date,latitude,longitude,state,country,observer
Papilionidae,Battus,philenor,2015-04-18,32.339426,-110.982084,Arizona,United States,Katy Prudic
Pieridae,Phoebis,sennae,2015-04-18,32.339426,-110.982084,Arizona,United States,Katy Prudic
Pieridae,Abaeis,nicippe,2015-04-18,32.339426,-110.982084,Arizona,United States,Katy Prudic
Pieridae,Nathalis,iole,2015-04-18,32.339426,-110.982084,Arizona,United States,Katy Prudic
Lycaenidae,Leptotes,marina,2015-04-18,32.339426,-110.982084,Arizona,United States,Katy Prudic
Nymphalidae,Libytheana,carinenta,2015-04-18,32.339426,-110.982084,Arizona,United States,Katy Prudic
Nymphalidae,Agraulis,vanillae,2015-04-18,32.339426,-110.982084,Arizona,United States,Katy Prudic
Nymphalidae,Anthanassa,texana,2015-04-18,32.339426,-110.982084,Arizona,United States,Katy Prudic
Nymphalidae,Danaus,gilippus,2015-04-18,32.339426,-110.982084,Arizona,United States,Katy Prudic
Papilionidae,Battus,philenor,2015-08-01,32.339426,-110.982084,Arizona,United States,Katy Prudic
Papilionidae,Papilio,rumiko,2015-08-01,32.339426,-110.982084,Arizona,United States,Katy Prudic
Pieridae,Zerene,cesonia,2015-08-01,32.339426,-110.982084,Arizona,United States,Katy Prudic
Pieridae,Phoebis,sennae,2015-08-01,32.339426,-110.982084,Arizona,United States,Katy Prudic
Nymphalidae,Agraulis,vanillae,2015-08-01,32.339426,-110.982084,Arizona,United States,Katy Prudic
Nymphalidae,Anthanassa,texana,2015-08-01,32.339426,-110.982084,Arizona,United States,Katy Prudic
Nymphalidae,Danaus,gilippus,2015-08-01,32.339426,-110.982084,Arizona,United States,Katy Prudic
Papilionidae,Battus,philenor,2015-10-24,32.339426,-110.982084,Arizona,United States,Katy Prudic
Papilionidae,Papilio,rumiko,2015-10-24,32.339426,-110.982084,Arizona,United States,Katy Prudic
Pieridae,Eurema,mexicana,2015-10-24,32.339426,-110.982084,Arizona,United States,Katy Prudic
Pieridae,Abaeis,nicippe,2015-10-24,32.339426,-110.982084,Arizona,United States,Katy Prudic
Pieridae,Nathalis,iole,2015-10-24,32.339426,-110.982084,Arizona,United States,Katy Prudic
Nymphalidae,Libytheana,carinenta,2015-10-24,32.339426,-110.982084,Arizona,United States,Katy Prudic
Nymphalidae,Agraulis,vanillae,2015-10-24,32.339426,-110.982084,Arizona,United States,Katy Prudic
Nymphalidae,Danaus,gilippus,2015-10-24,32.339426,-110.982084,Arizona,United States,Katy Prudic
Nymphalidae,Texola,elada,2015-10-24,32.339426,-110.982084,Arizona,United States,Katy Prudic
Nymphalidae,Vanessa,virginiensis,2015-12-24,32.293912,-110.993957,Arizona,United States,Margrit McIntosh
Papilionidae,Papilio,rumiko,2016-01-01,32.339426,-110.982084,Arizona,United States,Katy Prudic
Pieridae,Abaeis,nicippe,2016-01-01,32.339426,-110.982084,Arizona,United States,Katy Prudic
Pieridae,Nathalis,iole,2016-01-01,32.339426,-110.982084,Arizona,United States,Katy Prudic
Lycaenidae,Celastrina,echo,2016-01-30,32.238293,-110.942069,Arizona,United States,Margrit McIntosh
Nymphalidae,Nymphalis,antiopa,2016-01-30,32.25972,-110.874723,Arizona,United States,Kelly Evans
Pieridae,Abaeis,nicippe,2016-02-06,32.240419,-110.936395,Arizona,United States,Katy Prudic
Papilionidae,Battus,philenor,2016-02-26,32.339426,-110.982084,Arizona,United States,Peter Hall
Lycaenidae,Strymon,melinus,2016-02-26,32.339426,-110.982084,Arizona,United States,Peter Hall
Lycaenidae,Celastrina,echo,2016-02-26,32.339426,-110.982084,Arizona,United States,Peter Hall
Nymphalidae,Agraulis,vanillae,2016-02-26,32.339426,-110.982084,Arizona,United States,Peter Hall
Nymphalidae,Danaus,gilippus,2016-02-26,32.339426,-110.982084,Arizona,United States,Peter Hall
Hesperiidae,Hylephila,phyleus,2016-03-31,32.277844,-111.023018,Arizona,United States,Larry Neily
Pieridae,Abaeis,nicippe,2016-04-15,32.238255,-110.946824,Arizona,United States,Katy Prudic
Papilionidae,Battus,philenor,2016-04-16,32.238293,-110.942069,Arizona,United States,Margrit McIntosh
Nymphalidae,Danaus,gilippus,2016-06-16,32.240553,-110.944739,Arizona,United States,Margrit McIntosh
Pieridae,Abaeis,nicippe,2016-06-27,32.23939,-110.946596,Arizona,United States,Jeffrey Oliver
Papilionidae,Papilio,rumiko,2016-07-24,32.238146,-110.942302,Arizona,United States,Margrit McIntosh
Pieridae,Phoebis,sennae,2016-08-11,32.24057,-110.936422,Arizona,United States,Jeffrey Oliver
Papilionidae,Papilio,rumiko,2016-08-11,32.24057,-110.936422,Arizona,United States,Jeffrey Oliver
Pieridae,Colias,eurytheme,2016-08-28,32.238293,-110.942069,Arizona,United States,Margrit McIntosh
Pieridae,Phoebis,sennae,2016-08-28,32.238293,-110.942069,Arizona,United States,Margrit McIntosh
Lycaenidae,Brephidium,exilis,2016-08-31,32.238831,-110.942447,Arizona,United States,Margrit McIntosh
Nymphalidae,Asterocampa,leilia,2016-08-31,32.239662,-110.943238,Arizona,United States,Margrit McIntosh
Papilionidae,Papilio,rumiko,2016-08-31,32.240553,-110.944739,Arizona,United States,Margrit McIntosh
Papilionidae,Papilio,rumiko,2016-09-08,32.221296,-110.903803,Arizona,United States,Joan Hood
Papilionidae,Papilio,polyxenes,2016-10-05,32.221296,-110.903803,Arizona,United States,Joan Hood
Hesperiidae,Hylephila,phyleus,2016-10-05,32.221296,-110.903803,Arizona,United States,Joan Hood
Papilionidae,Papilio,rumiko,2016-10-09,32.221296,-110.903803,Arizona,United States,Joan Hood
Nymphalidae,Danaus,plexippus,2016-10-09,32.221296,-110.903803,Arizona,United States,Joan Hood
Nymphalidae,Danaus,gilippus,2016-10-09,32.221296,-110.903803,Arizona,United States,Joan Hood
Hesperiidae,Hylephila,phyleus,2016-10-10,32.221296,-110.903803,Arizona,United States,Joan Hood
Papilionidae,Papilio,rumiko,2016-10-10,32.221296,-110.903803,Arizona,United States,Joan Hood
Lycaenidae,Strymon,melinus,2016-10-10,32.221296,-110.903803,Arizona,United States,Joan Hood
Nymphalidae,Anthanassa,texana,2016-10-10,32.221296,-110.903803,Arizona,United States,Joan Hood
Nymphalidae,Danaus,gilippus,2016-10-10,32.221296,-110.903803,Arizona,United States,Joan Hood
Nymphalidae,Poladryas,arachne,2016-10-10,32.221296,-110.903803,Arizona,United States,Joan Hood
Hesperiidae,Pholisora,catullus,2016-10-13,32.221296,-110.903803,Arizona,United States,Joan Hood
Hesperiidae,Hylephila,phyleus,2016-10-13,32.221296,-110.903803,Arizona,United States,Joan Hood
Hesperiidae,Atalopedes,campestris,2016-10-13,32.221296,-110.903803,Arizona,United States,Joan Hood
Pieridae,Abaeis,nicippe,2016-10-13,32.221296,-110.903803,Arizona,United States,Joan Hood
Nymphalidae,Anthanassa,texana,2016-10-13,32.221296,-110.903803,Arizona,United States,Joan Hood
Nymphalidae,Danaus,gilippus,2016-10-13,32.221296,-110.903803,Arizona,United States,Joan Hood
Hesperiidae,Hylephila,phyleus,2016-10-17,32.221296,-110.903803,Arizona,United States,Joan Hood
Nymphalidae,Libytheana,carinenta,2016-10-17,32.221296,-110.903803,Arizona,United States,Joan Hood
Nymphalidae,Anthanassa,texana,2016-10-17,32.221296,-110.903803,Arizona,United States,Joan Hood
Nymphalidae,Danaus,gilippus,2016-10-17,32.221296,-110.903803,Arizona,United States,Joan Hood
Pieridae,Zerene,cesonia,2016-11-01,32.221296,-110.903803,Arizona,United States,Joan Hood
Nymphalidae,Vanessa,cardui,2016-11-01,32.221296,-110.903803,Arizona,United States,Joan Hood
Nymphalidae,Anthanassa,texana,2016-11-01,32.221296,-110.903803,Arizona,United States,Joan Hood
Nymphalidae,Danaus,gilippus,2016-11-01,32.221296,-110.903803,Arizona,United States,Joan Hood
Riodinidae,Calephelis,nemesis,2016-11-01,32.221296,-110.903803,Arizona,United States,Joan Hood
Pieridae,Pieris,rapae,2016-11-14,32.221296,-110.903803,Arizona,United States,Joan Hood
Nymphalidae,Libytheana,carinenta,2016-11-15,32.221296,-110.903803,Arizona,United States,Joan Hood
Nymphalidae,Vanessa,virginiensis,2016-11-15,32.221296,-110.903803,Arizona,United States,Joan Hood
Nymphalidae,Vanessa,cardui,2016-11-15,32.221296,-110.903803,Arizona,United States,Joan Hood
Nymphalidae,Anthanassa,texana,2016-11-15,32.221296,-110.903803,Arizona,United States,Joan Hood
Papilionidae,Papilio,rumiko,2016-11-20,32.221296,-110.903803,Arizona,United States,Joan Hood
Nymphalidae,Libytheana,carinenta,2016-11-20,32.221296,-110.903803,Arizona,United States,Joan Hood
Nymphalidae,Danaus,plexippus,2016-11-20,32.221296,-110.903803,Arizona,United States,Joan Hood
Nymphalidae,Anthanassa,texana,2016-11-20,32.221296,-110.903803,Arizona,United States,Joan Hood
Nymphalidae,Danaus,gilippus,2016-11-20,32.221296,-110.903803,Arizona,United States,Joan Hood
Pieridae,Eurema,mexicana,2016-11-20,32.221296,-110.903803,Arizona,United States,Joan Hood
Papilionidae,Battus,philenor,2016-12-03,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Pieridae,Phoebis,sennae,2016-12-03,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Pieridae,Eurema,mexicana,2016-12-03,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Lycaenidae,Leptotes,marina,2016-12-03,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Lycaenidae,Echinargus,isola,2016-12-03,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Nymphalidae,Agraulis,vanillae,2016-12-03,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Nymphalidae,Vanessa,cardui,2016-12-03,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Nymphalidae,Danaus,plexippus,2016-12-03,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Nymphalidae,Anthanassa,texana,2016-12-03,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Nymphalidae,Danaus,gilippus,2016-12-03,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Pieridae,Phoebis,agarithe,2016-12-03,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Hesperiidae,Erynnis,funeralis,2016-11-26,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Papilionidae,Battus,philenor,2016-11-26,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Papilionidae,Papilio,rumiko,2016-11-26,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Pieridae,Eurema,mexicana,2016-11-26,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Lycaenidae,Leptotes,marina,2016-11-26,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Nymphalidae,Libytheana,carinenta,2016-11-26,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Nymphalidae,Vanessa,cardui,2016-11-26,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Nymphalidae,Danaus,plexippus,2016-11-26,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Hesperiidae,Lerodea,eufala,2016-11-26,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Lycaenidae,Hemiargus,ceraunus,2016-11-26,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Lycaenidae,Strymon,istapa,2016-11-26,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Nymphalidae,Anthanassa,texana,2016-11-26,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Nymphalidae,Danaus,gilippus,2016-11-26,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Riodinidae,Calephelis,nemesis,2016-11-26,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Papilionidae,Battus,philenor,2016-11-19,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Papilionidae,Papilio,rumiko,2016-11-19,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Pieridae,Pontia,protodice,2016-11-19,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Pieridae,Zerene,cesonia,2016-11-19,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Pieridae,Phoebis,sennae,2016-11-19,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Pieridae,Eurema,mexicana,2016-11-19,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Pieridae,Abaeis,nicippe,2016-11-19,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Pieridae,Nathalis,iole,2016-11-19,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Lycaenidae,Leptotes,marina,2016-11-19,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Nymphalidae,Libytheana,carinenta,2016-11-19,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Nymphalidae,Agraulis,vanillae,2016-11-19,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Nymphalidae,Vanessa,cardui,2016-11-19,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Nymphalidae,Danaus,plexippus,2016-11-19,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Nymphalidae,Anthanassa,texana,2016-11-19,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Nymphalidae,Danaus,gilippus,2016-11-19,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Pieridae,Phoebis,agarithe,2016-11-19,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Papilionidae,Battus,philenor,2016-11-12,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Pieridae,Pontia,protodice,2016-11-12,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Pieridae,Zerene,cesonia,2016-11-12,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Pieridae,Phoebis,sennae,2016-11-12,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Pieridae,Eurema,mexicana,2016-11-12,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Pieridae,Abaeis,nicippe,2016-11-12,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Pieridae,Nathalis,iole,2016-11-12,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Lycaenidae,Leptotes,marina,2016-11-12,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Nymphalidae,Libytheana,carinenta,2016-11-12,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Nymphalidae,Agraulis,vanillae,2016-11-12,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Nymphalidae,Vanessa,cardui,2016-11-12,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Nymphalidae,Danaus,plexippus,2016-11-12,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Lycaenidae,Atlides,halesus,2016-11-12,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Lycaenidae,Hemiargus,ceraunus,2016-11-12,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Nymphalidae,Anthanassa,texana,2016-11-12,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Nymphalidae,Asterocampa,leilia,2016-11-12,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Nymphalidae,Danaus,gilippus,2016-11-12,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Riodinidae,Calephelis,nemesis,2016-11-12,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Papilionidae,Battus,philenor,2016-11-05,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Papilionidae,Papilio,rumiko,2016-11-05,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Pieridae,Pontia,protodice,2016-11-05,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Pieridae,Zerene,cesonia,2016-11-05,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Pieridae,Phoebis,sennae,2016-11-05,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Pieridae,Eurema,mexicana,2016-11-05,32.339288,-110.981741,Arizona,United States,Andrew Hogan
